ano_campeonato,data,horario,rodada,estadio,arbitro,publico,publico_max,time_man,time_vis,tecnico_man,tecnico_vis,colocacao_man,colocacao_vis,valor_equipe_titular_man,valor_equipe_titular_vis,idade_media_titular_man,idade_media_titular_vis,gols_man,gols_vis,gols_1_tempo_man,gols_1_tempo_vis,escanteios_man,escanteios_vis,faltas_man,faltas_vis,chutes_bola_parada_man,chutes_bola_parada_vis,defesas_man,defesas_vis,impedimentos_man,impedimentos_vis,chutes_man,chutes_vis,chutes_fora_man,chutes_fora_vis
2009,2009-08-05,09:50,17,Estádio Major Antônio Couto Pereira,Sandro Ricci,17250,,Coritiba FC,Santos FC,Renê Simões,Vanderlei Luxemburgo,16,12,10000000,11850000,26,25.6,0,1,0,1,,,,,,,,,,,,,,
2009,2009-08-06,09:00,17,Allianz Parque,Nielson Nogueira Dias,25440,,Palmeiras,Grêmio,Muricy Ramalho,Paulo Autuori,1,6,21800000,22500000,28,25.8,1,1,1,1,,,,,,,,,,,,,,
2009,2009-08-06,09:00,17,Estádio Jornalista Mário Filho,Wilton Sampaio,11086,,Fluminense,Sport Recife,Renato Gaúcho,Péricles Chamusca,20,18,12100000,8100000,26,26.5,5,1,3,0,,,,,,,,,,,,,,
2009,2009-08-06,09:00,17,Arena Barueri,Pablo dos Santos Alves,2180,,Barueri,EC Vitória,Estevam Soares,Paulo César Carpegiani,11,7,5450000,9550000,25.5,26.5,4,0,2,0,,,,,,,,,,,,,,
2009,2009-09-02,09:00,17,Estádio Beira-Rio,Franscisco Carlos do Nascimento,17127,,Internacional,Atlético-MG,Tite,Celso Roth,4,2,18750000,13950000,27.5,24.1,3,0,0,0,,,,,,,,,,,,,,
2009,2009-08-08,06:30,18,Estádio Urbano Caldeira,Wallace Nascimento Valente,12074,,Santos FC,Avaí FC,Vanderlei Luxemburgo,Silas,10,6,12200000,4400000,26.2,25.4,2,2,1,0,,,,,,,,,,,,,,
2009,2009-08-08,06:30,18,Estádio Eládio de Barros Carvalho,Wagner Reway,13434,,Náutico,Santo André,Geninho,Alexandre Gallo,18,14,5650000,4200000,26.9,28.8,2,1,0,0,,,,,,,,,,,,,,
2009,2009-08-08,06:30,18,Estádio Olímpico Nilton Santos,Francisco de Assis Almeida Filho,11454,,Botafogo,Atlético-PR,Ney Franco,Antônio Lopes,13,16,8500000,10000000,27.6,24.5,0,1,0,0,,,,,,,,,,,,,,
2009,2009-08-09,04:00,18,Estádio Jornalista Mário Filho,Evandro Rogerio Roman,47068,,Flamengo,Corinthians,Andrade,Mano Menezes,11,9,27150000,15700000,27.3,25.2,1,0,0,0,,,,,,,,,,,,,,
2009,2009-08-09,04:00,18,Estádio Manoel Barradas,Leonardo Gaciba da Silva,7853,,EC Vitória,Fluminense,Paulo César Carpegiani,Renato Gaúcho,12,19,8550000,13450000,25.2,26.9,2,2,1,1,,,,,,,,,,,,,,
2009,2009-08-09,06:30,18,Estádio Major Antônio Couto Pereira,Paulo César de Oliveira,11485,,Coritiba FC,Cruzeiro,Renê Simões,Adilson Batista,17,15,11450000,19850000,28.3,26.2,1,3,0,1,,,,,,,,,,,,,,
2009,2009-08-09,06:30,18,Estádio Cícero Pompeu de Toledo,Alício Pena Junior,28200,,São Paulo,Goiás EC,,,5,2,,,,,3,1,1,0,,,,,,,,,,,,,,
2009,2009-08-09,06:30,18,Arena Barueri,Luiz Alberto Sardinha Bites,4576,,Barueri,Grêmio,Estevam Soares,Paulo Autuori,7,8,5650000,20100000,25.8,26.6,1,0,0,0,,,,,,,,,,,,,,
2009,2009-08-10,09:00,18,Estádio Beira-Rio,Salvio Fagundes Filho,16650,,Internacional,Sport Recife,Tite,Péricles Chamusca,3,20,20400000,6700000,26.6,29,3,0,1,0,,,,,,,,,,,,,,
2009,2009-08-12,09:50,18,Estádio Governador Magalhães Pinto,Djalma José Beltrami Teixeira,51532,,Atlético-MG,Palmeiras,Celso Roth,Muricy Ramalho,4,1,9450000,21100000,25.4,26.8,1,1,1,1,,,,,,,,,,,,,,
2009,2009-08-15,06:30,19,Estádio Aderbal Ramos da Silva,Wilton Sampaio,9223,,Avaí FC,Náutico,Silas,Geninho,7,17,4400000,4600000,25.4,26.2,2,1,1,0,,,,,,,,,,,,,,
2009,2009-08-15,06:30,19,Estádio Bruno José Daniel,Elmo Alves Resende Cunha,2725,,Santo André,Internacional,Alexandre Gallo,Tite,16,2,4200000,19300000,29.5,26.1,0,2,0,0,,,,,,,,,,,,,,
2009,2009-08-15,06:30,19,Allianz Parque,Cláudio Luciano Mercante Júnior,24231,,Palmeiras,Botafogo,Muricy Ramalho,Estevam Soares,1,15,22100000,8850000,25.8,26.8,1,1,1,1,,,,,,,,,,,,,,
2009,2009-08-16,04:00,19,Estádio do Governo do Estado de Goiás,Luiz Flávio de Oliveira,7202,,Goiás EC,EC Vitória,Hélio dos Anjos,Vágner Mancini,3,11,10650000,8450000,27.2,26.4,3,2,2,1,,,,,,,,,,,,,,
2009,2009-08-16,04:00,19,Estádio Municipal Paulo Machado de Carvalho,Leandro Pedro Vuaden,19773,,Corinthians,Atlético-MG,Mano Menezes,Celso Roth,12,4,17800000,7500000,25.1,24,2,0,1,0,,,,,,,,,,,,,,
2009,2009-08-16,04:00,19,Estádio Adelmar da Costa Carvalho,Sandro Ricci,23342,,Sport Recife,São Paulo,,,20,5,,,,,1,2,0,1,,,,,,,,,,,,,,
2009,2009-08-16,04:00,19,Estádio Olímpico Monumental,Paulo César de Oliveira,19535,,Grêmio,Flamengo,Paulo Autuori,Andrade,9,8,20100000,21100000,25,24.5,4,1,1,1,,,,,,,,,,,,,,
2009,2009-08-16,04:00,19,Estádio Jornalista Mário Filho,Franscisco Carlos do Nascimento,17042,,Fluminense,Coritiba FC,Renato Gaúcho,Ney Franco,19,18,13450000,11900000,26.9,27.8,1,3,0,1,,,,,,,,,,,,,,
2009,2009-08-16,06:30,19,Estádio Governador Magalhães Pinto,Marcelo de Lima Henrique,15939,,Cruzeiro,Santos FC,Adilson Batista,Vanderlei Luxemburgo,13,10,23150000,11600000,27,25.4,0,0,0,0,,,,,,,,,,,,,,
2009,2009-08-16,06:30,19,Arena da Baixada,Carlos Simon,14992,,Atlético-PR,Barueri,Antônio Lopes,Diego Cerri,14,6,8550000,5000000,24.6,26.3,3,0,2,0,,,,,,,,,,,,,,
2009,2009-08-19,07:30,20,Estádio Urbano Caldeira,André Luiz de Freitas Castro,6499,,Santos FC,Grêmio,Vanderlei Luxemburgo,Paulo Autuori,11,7,11600000,19700000,25.4,24.9,1,0,0,0,,,,,,,,,,,,,,
2009,2009-08-19,07:30,20,Estádio Manoel Barradas,Wilson Luiz Seneme,5376,,EC Vitória,Atlético-PR,Vágner Mancini,Antônio Lopes,12,13,6900000,9950000,28.7,25.1,2,1,1,0,,,,,,,,,,,,,,
2009,2009-08-19,07:30,20,Estádio Olímpico Nilton Santos,Renato Cardoso da Conceição,6524,,Botafogo,Santo André,Estevam Soares,Alexandre Gallo,15,17,7950000,3250000,27.2,28.1,1,2,1,2,,,,,,,,,,,,,,
2009,2009-08-19,09:00,20,Arena Barueri,Antonio Hora Filho,2243,,Barueri,Sport Recife,Diego Cerri,Péricles Chamusca,8,20,4850000,8050000,25.7,27.9,2,1,1,0,,,,,,,,,,,,,,
2009,2009-08-19,09:50,20,Estádio Cícero Pompeu de Toledo,Arilson Bispo da Anunciação,22072,,São Paulo,Fluminense,,,4,19,,,,,1,0,1,0,,,,,,,,,,,,,,
2009,2009-08-19,09:50,20,Estádio Major Antônio Couto Pereira,Péricles Bassols Pegado Cortez,16381,,Coritiba FC,Palmeiras,Ney Franco,Muricy Ramalho,16,2,11900000,15200000,27.8,25.2,1,0,0,0,,,,,,,,,,,,,,
2009,2009-08-19,09:50,20,Estádio Beira-Rio,Wagner Tardelli Azevedo,20328,,Internacional,Corinthians,Tite,Mano Menezes,1,9,16100000,14100000,26.2,24.2,1,2,1,1,,,,,,,,,,,,,,
2009,2009-08-20,09:00,20,Estádio Governador Magalhães Pinto,Héber Lopes,18567,,Atlético-MG,Avaí FC,Celso Roth,Silas,5,6,11400000,4400000,24.2,25.4,2,2,0,0,,,,,,,,,,,,,,
2009,2009-08-20,09:00,20,Estádio Jornalista Mário Filho,Rodrigo Martins Cintra,12273,,Flamengo,Cruzeiro,Andrade,Adilson Batista,10,14,19850000,21100000,24,26.2,1,2,1,0,,,,,,,,,,,,,,
2009,2009-08-20,09:00,20,Estádio Eládio de Barros Carvalho,Evandro Rogerio Roman,13246,,Náutico,Goiás EC,Geninho,Hélio dos Anjos,18,3,6050000,10700000,26.5,26.6,2,0,1,0,,,,,,,,,,,,,,
2009,2009-08-22,06:30,21,Allianz Parque,Wilton Sampaio,22101,,Palmeiras,Internacional,Muricy Ramalho,Tite,2,1,19600000,17400000,26.1,25.7,2,1,1,0,,,,,,,,,,,,,,
2009,2009-08-22,06:30,21,Estádio Bruno José Daniel,Rodrigo Nunes de Sá,1360,,Santo André,Coritiba FC,Alexandre Gallo,Ney Franco,17,15,3300000,12950000,27.2,27.5,1,0,1,0,,,,,,,,,,,,,,
2009,2009-08-22,06:30,21,Estádio Adelmar da Costa Carvalho,Gutemberg de Paula Fonseca,15961,,Sport Recife,EC Vitória,Péricles Chamusca,Vágner Mancini,20,11,9100000,9350000,29.6,27.1,2,0,2,0,,,,,,,,,,,,,,
2009,2009-08-23,04:00,21,Estádio Municipal Paulo Machado de Carvalho,Arilson Bispo da Anunciação,18184,,Corinthians,Botafogo,Mano Menezes,Estevam Soares,8,16,14150000,9300000,24.4,27.6,3,3,1,0,,,,,,,,,,,,,,
2009,2009-08-23,04:00,21,Arena da Baixada,Marcelo de Lima Henrique,22999,,Atlético-PR,São Paulo,,,14,3,,,,,1,0,0,0,,,,,,,,,,,,,,
2009,2009-08-23,04:00,21,Estádio Olímpico Monumental,Wilson Souza de Mendonça,22051,,Grêmio,Atlético-MG,Paulo Autuori,Celso Roth,10,5,16500000,10850000,25.8,24.7,4,1,3,0,,,,,,,,,,,,,,
2009,2009-08-23,04:00,21,Estádio Jornalista Mário Filho,Paulo Henrique de Godoy Bezerra,9226,,Fluminense,Barueri,Renato Gaúcho,Diego Cerri,19,6,10850000,4400000,26.5,26.6,0,0,0,0,,,,,,,,,,,,,,
2009,2009-08-23,06:30,21,Estádio do Governo do Estado de Goiás,Héber Lopes,12358,,Goiás EC,Santos FC,Hélio dos Anjos,Vanderlei Luxemburgo,4,9,11600000,11600000,27.6,25.4,2,1,1,1,,,,,,,,,,,,,,
2009,2009-08-23,06:30,21,Estádio Governador Magalhães Pinto,Pablo dos Santos Alves,14708,,Cruzeiro,Náutico,Adilson Batista,Geninho,13,18,17200000,5400000,26.6,26,4,2,2,1,,,,,,,,,,,,,,
2009,2009-08-23,06:30,21,Estádio Aderbal Ramos da Silva,Luiz Flávio de Oliveira,14777,,Avaí FC,Flamengo,Silas,Andrade,7,12,4200000,19800000,25.9,24.6,3,0,2,0,,,,,,,,,,,,,,
2009,2009-08-26,09:50,22,Arena Barueri,Salvio Fagundes Filho,9665,,Barueri,Corinthians,Diego Cerri,Mano Menezes,7,8,4900000,8500000,26.2,25.1,2,2,1,0,,,,,,,,,,,,,,
2009,2009-08-29,06:30,22,Estádio Jornalista Mário Filho,Wilton Sampaio,13531,,Flamengo,Santo André,Andrade,Alexandre Gallo,13,15,18100000,2950000,27.4,27.1,3,0,2,0,,,,,,,,,,,,,,
2009,2009-08-29,06:30,22,Estádio Eládio de Barros Carvalho,Alício Pena Junior,14099,,Náutico,Atlético-PR,Geninho,Antônio Lopes,18,14,4250000,9800000,27,24.3,3,0,3,0,,,,,,,,,,,,,,
2009,2009-08-29,06:30,22,Estádio Major Antônio Couto Pereira,Salvio Fagundes Filho,15040,,Coritiba FC,Avaí FC,Ney Franco,Silas,17,5,10150000,5250000,27.3,25.6,2,0,1,0,,,,,,,,,,,,,,
2009,2009-08-30,04:00,22,Estádio Cícero Pompeu de Toledo,Héber Lopes,41083,,São Paulo,Palmeiras,,,4,1,,,,,0,0,0,0,,,,,,,,,,,,,,
2009,2009-08-30,04:00,22,Estádio Urbano Caldeira,Evandro Rogerio Roman,9705,,Santos FC,Fluminense,Vanderlei Luxemburgo,Renato Gaúcho,10,20,11550000,11300000,25.1,26.8,2,0,1,0,,,,,,,,,,,,,,
2009,2009-08-30,04:00,22,Estádio Governador Magalhães Pinto,Paulo César de Oliveira,19781,,Atlético-MG,Sport Recife,Celso Roth,Péricles Chamusca,6,19,9550000,8200000,24.3,29.5,1,1,0,0,,,,,,,,,,,,,,
2009,2009-08-30,06:30,22,Estádio Beira-Rio,Ricardo Marques Ribeiro,29820,,Internacional,Goiás EC,Tite,Hélio dos Anjos,3,2,19350000,11150000,27.9,28.8,4,0,2,0,,,,,,,,,,,,,,
2009,2009-08-30,06:30,22,Estádio Manoel Barradas,Marcelo de Lima Henrique,7388,,EC Vitória,Cruzeiro,Vágner Mancini,Adilson Batista,11,12,8050000,14300000,27,25.2,3,3,0,1,,,,,,,,,,,,,,
2009,2009-08-30,06:30,22,Estádio Olímpico Nilton Santos,Rodrigo Martins Cintra,10031,,Botafogo,Grêmio,Estevam Soares,Paulo Autuori,16,9,9500000,16700000,27.9,26,3,3,1,1,,,,,,,,,,,,,,
2009,2009-09-02,09:50,23,Estádio Municipal Paulo Machado de Carvalho,Guilherme Ceretta de Lima,25645,,Corinthians,Santos FC,Mano Menezes,Vanderlei Luxemburgo,8,10,17700000,11450000,24.8,26.5,2,1,0,0,,,,,,,,,,,,,,
2009,2009-09-05,06:30,23,Allianz Parque,Cleber Wellington Abade,23367,,Palmeiras,Barueri,Muricy Ramalho,Diego Cerri,1,7,40100000,4850000,27.5,26.6,2,1,0,0,,,,,,,,,,,,,,
2009,2009-09-05,06:30,23,Estádio Olímpico Monumental,Elmo Alves Resende Cunha,17653,,Grêmio,EC Vitória,Paulo Autuori,Vágner Mancini,9,12,18500000,7750000,25.5,25.6,1,1,0,1,,,,,,,,,,,,,,
2009,2009-09-05,06:30,23,Estádio Adelmar da Costa Carvalho,Salvio Fagundes Filho,22279,,Sport Recife,Botafogo,Péricles Chamusca,Estevam Soares,19,18,8900000,9250000,30,27.1,2,1,2,0,,,,,,,,,,,,,,
2009,2009-09-06,04:00,23,Arena da Baixada,Leandro Pedro Vuaden,18116,,Atlético-PR,Flamengo,Antônio Lopes,Andrade,14,11,10300000,18400000,26,28.1,0,0,0,0,,,,,,,,,,,,,,
2009,2009-09-06,04:00,23,Estádio do Governo do Estado de Goiás,Paulo Henrique de Godoy Bezerra,5212,,Goiás EC,Coritiba FC,Hélio dos Anjos,Ney Franco,3,15,12400000,8600000,28.1,25.8,2,2,2,1,,,,,,,,,,,,,,
2009,2009-09-06,04:00,23,Estádio Governador Magalhães Pinto,Luís Antônio Silva Santos,28303,,Cruzeiro,São Paulo,,,13,4,,,,,1,2,1,0,,,,,,,,,,,,,,
2009,2009-09-06,06:30,23,Estádio Bruno José Daniel,Péricles Bassols Pegado Cortez,1675,,Santo André,Atlético-MG,Sérgio Soares,Celso Roth,16,6,4650000,15400000,28.7,25,1,2,0,0,,,,,,,,,,,,,,
2009,2009-09-06,06:30,23,Estádio Jornalista Mário Filho,Sandro Ricci,20877,,Fluminense,Náutico,Cuca,Geninho,20,17,11200000,4750000,25.2,27,1,1,1,0,,,,,,,,,,,,,,
2009,2009-09-06,06:30,23,Estádio Aderbal Ramos da Silva,Wallace Nascimento Valente,14520,,Avaí FC,Internacional,Silas,Tite,5,2,7550000,28700000,25.5,28.5,0,2,0,1,,,,,,,,,,,,,,
2009,2009-09-12,06:30,24,Estádio Cícero Pompeu de Toledo,Leandro Pedro Vuaden,29498,,São Paulo,Avaí FC,,,3,7,,,,,2,0,0,0,,,,,,,,,,,,,,
2009,2009-09-12,06:30,24,Estádio Jornalista Mário Filho,André Luiz de Freitas Castro,26995,,Flamengo,Sport Recife,Andrade,Péricles Chamusca,11,19,25600000,7600000,28.5,28.7,3,0,2,0,,,,,,,,,,,,,,
2009,2009-09-13,04:00,24,Estádio Urbano Caldeira,Paulo César de Oliveira,7790,,Santos FC,Santo André,Vanderlei Luxemburgo,Sérgio Soares,10,17,13900000,4550000,27.2,29.2,1,0,1,0,,,,,,,,,,,,,,
2009,2009-09-13,04:00,24,Estádio Beira-Rio,Paulo Henrique de Godoy Bezerra,38350,,Internacional,Cruzeiro,Tite,Adilson Batista,2,13,28600000,16350000,27.7,26.4,2,3,1,1,,,,,,,,,,,,,,
2009,2009-09-13,04:00,24,Estádio Manoel Barradas,Sandro Ricci,26464,,EC Vitória,Palmeiras,Vágner Mancini,Muricy Ramalho,12,1,9500000,35300000,26.6,27.4,3,2,1,1,,,,,,,,,,,,,,
2009,2009-09-13,04:00,24,Estádio Governador Magalhães Pinto,Pablo dos Santos Alves,33597,,Atlético-MG,Atlético-PR,Celso Roth,Antônio Lopes,5,14,15400000,9350000,25.2,25.5,2,1,1,1,,,,,,,,,,,,,,
2009,2009-09-13,06:30,24,Arena Barueri,Franscisco Carlos do Nascimento,2276,,Barueri,Goiás EC,Diego Cerri,Hélio dos Anjos,9,4,7600000,11600000,26.6,28.1,3,1,1,1,,,,,,,,,,,,,,
2009,2009-09-13,06:30,24,Estádio Eládio de Barros Carvalho,Wilson Luiz Seneme,16473,,Náutico,Grêmio,Geninho,Paulo Autuori,16,8,5600000,25800000,27.3,25.6,0,2,0,2,,,,,,,,,,,,,,
2009,2009-09-13,06:30,24,Estádio Olímpico Nilton Santos,Rodrigo Nunes de Sá,18368,,Botafogo,Fluminense,Estevam Soares,Cuca,18,20,8200000,12300000,27.8,26.6,0,0,0,0,,,,,,,,,,,,,,
2009,2009-09-16,09:50,24,Estádio Major Antônio Couto Pereira,Elmo Alves Resende Cunha,32744,,Coritiba FC,Corinthians,Ney Franco,Mano Menezes,15,6,9500000,23200000,26.4,24.9,1,1,1,0,,,,,,,,,,,,,,
2009,2009-09-19,06:30,25,Arena da Baixada,Paulo César de Oliveira,15026,,Atlético-PR,Sport Recife,Antônio Lopes,Péricles Chamusca,14,19,9500000,7200000,24.5,27.8,1,0,1,0,,,,,,,,,,,,,,
2009,2009-09-19,06:30,25,Estádio Manoel Barradas,Alício Pena Junior,19033,,EC Vitória,Internacional,Vágner Mancini,Tite,12,2,9500000,28800000,26.7,27.7,2,0,0,0,,,,,,,,,,,,,,
2009,2009-09-19,06:30,25,Estádio Eládio de Barros Carvalho,Héber Lopes,14355,,Náutico,Atlético-MG,Geninho,Celso Roth,16,4,5200000,16500000,26.8,25.9,0,0,0,0,,,,,,,,,,,,,,
2009,2009-09-20,04:00,25,Estádio Bruno José Daniel,Flávio Rodrigues Guerra,19762,,Santo André,São Paulo,,,18,3,,,,,1,1,0,1,,,,,,,,,,,,,,
2009,2009-09-20,04:00,25,Estádio Olímpico Monumental,Wallace Nascimento Valente,27285,,Grêmio,Fluminense,Paulo Autuori,Cuca,7,20,23300000,12000000,26,27.4,5,1,3,0,,,,,,,,,,,,,,
2009,2009-09-20,04:00,25,Estádio Aderbal Ramos da Silva,Wagner Reway,9902,,Avaí FC,Barueri,Silas,Diego Cerri,10,8,8150000,7000000,25.9,26.6,4,0,2,0,,,,,,,,,,,,,,
2009,2009-09-20,06:30,25,Estádio Jornalista Mário Filho,Wilton Sampaio,47921,,Flamengo,Coritiba FC,Andrade,Ney Franco,11,15,25800000,10600000,28.3,26.3,3,0,1,0,,,,,,,,,,,,,,
2009,2009-09-20,06:30,25,Estádio Municipal Paulo Machado de Carvalho,Marcelo de Lima Henrique,33710,,Corinthians,Goiás EC,Mano Menezes,Hélio dos Anjos,6,5,26200000,11100000,25.8,28.2,1,4,0,2,,,,,,,,,,,,,,
2009,2009-09-20,06:30,25,Estádio Urbano Caldeira,Leonardo Gaciba da Silva,6335,,Santos FC,Botafogo,Vanderlei Luxemburgo,Estevam Soares,9,17,11700000,7600000,26.9,26.4,0,0,0,0,,,,,,,,,,,,,,
2009,2009-09-23,09:50,25,Estádio Governador Magalhães Pinto,Evandro Rogerio Roman,0,,Cruzeiro,Palmeiras,Adilson Batista,Muricy Ramalho,13,1,18950000,40900000,26.6,26.9,1,2,1,1,,,,,,,,,,,,,,
2009,2009-09-26,06:30,26,Allianz Parque,Jailson Macedo Freitas,23395,,Palmeiras,Atlético-PR,Muricy Ramalho,Antônio Lopes,1,14,36700000,8300000,27.4,24.2,2,1,1,0,,,,,,,,,,,,,,
2009,2009-09-26,06:30,26,Arena Barueri,Djalma José Beltrami Teixeira,3364,,Barueri,Cruzeiro,Diego Cerri,Adilson Batista,10,13,6600000,20450000,25.8,26.5,0,1,0,0,,,,,,,,,,,,,,
2009,2009-09-27,04:00,26,Estádio Jornalista Mário Filho,André Luiz de Freitas Castro,19098,,Fluminense,Avaí FC,Cuca,Silas,20,7,10800000,8500000,26.8,25.9,3,2,2,2,,,,,,,,,,,,,,
2009,2009-09-27,04:00,26,Estádio Cícero Pompeu de Toledo,Ricardo Marques Ribeiro,32180,,São Paulo,Corinthians,,,2,9,,,,,1,1,0,1,,,,,,,,,,,,,,
2009,2009-09-27,04:00,26,Estádio Beira-Rio,Sandro Ricci,10447,,Internacional,Flamengo,Tite,Andrade,3,8,24700000,21800000,27.9,28.2,0,0,0,0,,,,,,,,,,,,,,
2009,2009-09-27,04:00,26,Estádio Major Antônio Couto Pereira,Leonardo Gaciba da Silva,12685,,Coritiba FC,Náutico,Ney Franco,Geninho,15,16,11100000,5350000,28.1,27,2,0,1,0,,,,,,,,,,,,,,
2009,2009-09-27,04:00,26,Estádio do Governo do Estado de Goiás,Héber Lopes,12644,,Goiás EC,Grêmio,Hélio dos Anjos,Paulo Autuori,4,6,10700000,25300000,27.6,26,2,1,1,1,,,,,,,,,,,,,,
2009,2009-09-27,06:30,26,Estádio Governador Magalhães Pinto,Wilton Sampaio,36294,,Atlético-MG,Santos FC,Celso Roth,Vanderlei Luxemburgo,5,11,16000000,12850000,26.5,27.2,3,1,1,0,,,,,,,,,,,,,,
2009,2009-09-27,06:30,26,Estádio Olímpico Nilton Santos,Wallace Nascimento Valente,11852,,Botafogo,EC Vitória,Estevam Soares,Vágner Mancini,17,12,7400000,9700000,25.9,26,1,3,0,1,,,,,,,,,,,,,,
2009,2009-09-27,06:30,26,Estádio Adelmar da Costa Carvalho,Wagner Tardelli Azevedo,17628,,Sport Recife,Santo André,Péricles Chamusca,Sérgio Soares,19,18,7100000,5500000,28.5,28.7,2,1,1,1,,,,,,,,,,,,,,
2009,2009-09-30,09:50,27,Estádio Eládio de Barros Carvalho,Franscisco Carlos do Nascimento,16027,,Náutico,São Paulo,,,16,2,,,,,1,2,1,0,,,,,,,,,,,,,,
2009,2009-10-03,06:30,27,Estádio Municipal Paulo Machado de Carvalho,André Luiz de Freitas Castro,26842,,Corinthians,Atlético-PR,Mano Menezes,Antônio Lopes,9,14,26400000,10200000,25.7,24.8,1,3,0,0,,,,,,,,,,,,,,
2009,2009-10-03,06:30,27,Estádio Bruno José Daniel,Paulo Henrique de Godoy Bezerra,1701,,Santo André,EC Vitória,Sérgio Soares,Vágner Mancini,18,7,4950000,8250000,27.7,26.2,1,0,1,0,,,,,,,,,,,,,,
2009,2009-10-03,06:30,27,Estádio Governador Magalhães Pinto,Cláudio Luciano Mercante Júnior,44707,,Atlético-MG,Barueri,Celso Roth,Diego Cerri,5,11,16000000,5450000,26.5,26.8,2,1,1,0,,,,,,,,,,,,,,
2009,2009-10-04,04:00,27,Estádio Urbano Caldeira,Salvio Fagundes Filho,10402,,Santos FC,Palmeiras,Vanderlei Luxemburgo,Muricy Ramalho,12,1,13200000,39100000,26,26.3,1,3,0,0,,,,,,,,,,,,,,
2009,2009-10-04,04:00,27,Estádio do Governo do Estado de Goiás,Sandro Ricci,22989,,Goiás EC,Botafogo,Hélio dos Anjos,Estevam Soares,3,17,11300000,7750000,28.3,27.4,1,3,0,0,,,,,,,,,,,,,,
2009,2009-10-04,04:00,27,Estádio Olímpico Monumental,Wilson Luiz Seneme,19174,,Grêmio,Sport Recife,Paulo Autuori,Péricles Chamusca,6,19,23900000,8000000,24.9,28.8,3,3,2,1,,,,,,,,,,,,,,
2009,2009-10-04,06:30,27,Estádio Major Antônio Couto Pereira,Nielson Nogueira Dias,21159,,Coritiba FC,Internacional,Ney Franco,Tite,15,4,11700000,24700000,27.6,27.9,2,0,0,0,,,,,,,,,,,,,,
2009,2009-10-04,06:30,27,Estádio Jornalista Mário Filho,Marcelo de Lima Henrique,78409,,Flamengo,Fluminense,Andrade,Cuca,8,20,24800000,9250000,27.7,25.8,2,0,0,0,,,,,,,,,,,,,,
2009,2009-10-04,06:30,27,Estádio Aderbal Ramos da Silva,Carlos Simon,10243,,Avaí FC,Cruzeiro,Silas,Adilson Batista,10,13,7150000,20000000,26,26.5,2,2,0,1,,,,,,,,,,,,,,
2009,2009-10-07,07:30,28,Estádio Adelmar da Costa Carvalho,Wagner Tardelli Azevedo,10379,,Sport Recife,Santos FC,Péricles Chamusca,Vanderlei Luxemburgo,19,12,7300000,10100000,28.8,25.7,0,1,0,1,,,,,,,,,,,,,,
2009,2009-10-07,07:30,28,Arena Barueri,Cleber Wellington Abade,1680,,Barueri,Santo André,Diego Cerri,Sérgio Soares,11,17,6700000,4100000,26.2,29.2,0,0,0,0,,,,,,,,,,,,,,
2009,2009-10-07,09:00,28,Arena da Baixada,Salvio Fagundes Filho,19375,,Atlético-PR,Grêmio,Antônio Lopes,Paulo Autuori,14,7,8650000,23400000,24.4,26.8,0,0,0,0,,,,,,,,,,,,,,
2009,2009-10-07,09:00,28,Estádio Cícero Pompeu de Toledo,Carlos Simon,16602,,São Paulo,Coritiba FC,,,2,15,,,,,2,2,1,2,,,,,,,,,,,,,,
2009,2009-10-07,09:50,28,Estádio Jornalista Mário Filho,Wilton Sampaio,8775,,Fluminense,Corinthians,Cuca,Mano Menezes,20,10,10300000,25400000,24.3,25.9,1,1,1,1,,,,,,,,,,,,,,
2009,2009-10-07,09:50,28,Estádio Manoel Barradas,Nielson Nogueira Dias,21324,,EC Vitória,Flamengo,Vágner Mancini,Andrade,8,6,8450000,18400000,27.9,28.2,3,3,3,2,,,,,,,,,,,,,,
2009,2009-10-07,09:50,28,Estádio Beira-Rio,Wallace Nascimento Valente,10243,,Internacional,Náutico,Mário Sérgio,Geninho,5,18,24300000,4600000,28.3,26,3,1,2,1,,,,,,,,,,,,,,
2009,2009-10-08,09:00,28,Estádio Olímpico Nilton Santos,Franscisco Carlos do Nascimento,6034,,Botafogo,Atlético-MG,Estevam Soares,Celso Roth,16,3,6600000,13900000,26.5,25.6,3,1,3,0,,,,,,,,,,,,,,
2009,2009-10-08,09:00,28,Allianz Parque,Marcelo de Lima Henrique,16597,,Palmeiras,Avaí FC,Muricy Ramalho,Silas,1,9,31600000,8250000,27.3,25.5,2,2,1,2,,,,,,,,,,,,,,
2009,2009-10-08,09:00,28,Estádio Governador Magalhães Pinto,Leandro Pedro Vuaden,7693,,Cruzeiro,Goiás EC,Adilson Batista,Hélio dos Anjos,13,4,17750000,12100000,26.2,28.6,3,0,0,0,,,,,,,,,,,,,,
2009,2009-10-10,04:10,29,Estádio Municipal Paulo Machado de Carvalho,Nielson Nogueira Dias,19410,,Corinthians,Grêmio,Mano Menezes,Paulo Autuori,12,7,27500000,23400000,26.7,26.5,2,1,2,0,,,,,,,,,,,,,,
2009,2009-10-10,04:10,29,Estádio Jornalista Mário Filho,Wilton Sampaio,57210,,Flamengo,São Paulo,,,6,2,,,,,2,1,0,1,,,,,,,,,,,,,,
2009,2009-10-10,06:10,29,Estádio Bruno José Daniel,Carlos Simon,2029,,Santo André,Fluminense,Sérgio Soares,Cuca,17,20,4800000,15150000,29.7,24.6,1,2,0,2,,,,,,,,,,,,,,
